octal_div([train(6641)], [train(34757)], 11).
octal_div([train(45494)], [train(47770)], 0).
octal_div([train(21118)], [train(48236)], 10).
octal_div([train(20011)], [train(18708)], 1).
octal_div([train(18997)], [train(17154)], 1).
octal_div([train(13029)], [train(52988)], 0).
octal_div([train(29388)], [train(14084)], 0).
octal_div([train(6204)], [train(6181)], 2).
octal_div([train(50828)], [train(35750)], 0).
octal_div([train(38865)], [train(56680)], 0).
octal_div([train(18493)], [train(54143)], 1).
octal_div([train(15538)], [train(15791)], 1).
octal_div([train(15060)], [train(26347)], 0).
octal_div([train(58003)], [train(57690)], 1).
octal_div([train(13872)], [train(2720)], 0).
octal_div([train(29838)], [train(31691)], 2).
octal_div([train(58593)], [train(50931)], 10).
octal_div([train(22799)], [train(45816)], 11).
octal_div([train(55393)], [train(35640)], 1).
octal_div([train(46371)], [train(17860)], 0).
octal_div([train(26052)], [train(56744)], 6).
octal_div([train(41620)], [train(54358)], 0).
octal_div([train(31719)], [train(4970)], 3).
octal_div([train(39906)], [train(33724)], 0).
octal_div([train(49819)], [train(21699)], 2).
octal_div([train(6235)], [train(35220)], 2).
octal_div([train(37686)], [train(19642)], 0).
octal_div([train(46446)], [train(40000)], 0).
octal_div([train(51057)], [train(7742)], 0).
octal_div([train(2128)], [train(16362)], 3).
octal_div([train(56996)], [train(59643)], 3).
octal_div([train(9913)], [train(59461)], 1).
octal_div([train(57091)], [train(27123)], 0).
octal_div([train(16185)], [train(4628)], 3).
octal_div([train(34962)], [train(44290)], 11).
octal_div([train(27455)], [train(2970)], 1).
octal_div([train(53854)], [train(8873)], 10).
octal_div([train(32716)], [train(56924)], 1).
octal_div([train(27023)], [train(58999)], 0).
octal_div([train(59987)], [train(3650)], 0).
octal_div([train(12666)], [train(20513)], 0).
octal_div([train(36910)], [train(25246)], 3).
octal_div([train(55018)], [train(7662)], 1).
octal_div([train(36702)], [train(25434)], 6).
octal_div([train(50262)], [train(39312)], 1).
octal_div([train(45756)], [train(48725)], 3).
octal_div([train(2806)], [train(22393)], 0).
octal_div([train(55275)], [train(31768)], 0).
octal_div([train(13340)], [train(10571)], 1).
octal_div([train(53078)], [train(35884)], 1).
octal_div([train(33536)], [train(52713)], 0).
octal_div([train(55541)], [train(48589)], 0).
octal_div([train(18020)], [train(11433)], 7).
octal_div([train(38995)], [train(55505)], 11).
octal_div([train(34201)], [train(8112)], 2).
octal_div([train(49489)], [train(11233)], 3).
octal_div([train(18303)], [train(28758)], 1).
octal_div([train(53118)], [train(29545)], 0).
octal_div([train(37214)], [train(27630)], 2).
octal_div([train(27369)], [train(18633)], 3).
octal_div([train(29722)], [train(56564)], 2).
octal_div([train(27434)], [train(15493)], 2).
octal_div([train(4392)], [train(31511)], 6).
octal_div([train(42612)], [train(44734)], 0).
octal_div([train(25225)], [train(2263)], 1).
octal_div([train(10569)], [train(34164)], 3).
octal_div([train(39036)], [train(33342)], 3).
octal_div([train(21256)], [train(16456)], 0).
octal_div([train(32377)], [train(40056)], 11).
octal_div([train(57884)], [train(12865)], 1).
octal_div([train(43697)], [train(28386)], 1).
octal_div([train(27267)], [train(37455)], 4).
octal_div([train(34942)], [train(50731)], 11).
octal_div([train(9501)], [train(7199)], 1).
octal_div([train(39523)], [train(21492)], 7).
octal_div([train(26533)], [train(22455)], 2).
octal_div([train(17095)], [train(3211)], 0).
octal_div([train(57488)], [train(4276)], 1).
octal_div([train(43405)], [train(5601)], 11).
octal_div([train(58408)], [train(21331)], 0).
octal_div([train(37710)], [train(22051)], 2).
octal_div([train(55852)], [train(318)], 4).
octal_div([train(38494)], [train(12013)], 0).
octal_div([train(5561)], [train(7841)], 2).
octal_div([train(7451)], [train(36987)], 0).
octal_div([train(20516)], [train(26582)], 2).
octal_div([train(42309)], [train(15039)], 1).
octal_div([train(45866)], [train(35513)], 2).
octal_div([train(52903)], [train(19830)], 11).
octal_div([train(708)], [train(46200)], 1).
octal_div([train(3480)], [train(2645)], 10).
octal_div([train(16648)], [train(52220)], 6).
octal_div([train(55932)], [train(17472)], 3).
octal_div([train(48052)], [train(34853)], 2).
octal_div([train(5049)], [train(35538)], 7).
octal_div([train(22992)], [train(31583)], 1).
octal_div([train(25959)], [train(38618)], 3).
octal_div([train(40715)], [train(23368)], 1).
octal_div([train(38740)], [train(8588)], 11).
octal_div([train(15189)], [train(24111)], 0).
octal_div([train(36441)], [train(58355)], 4).
octal_div([train(55041)], [train(54775)], 7).
octal_div([train(3377)], [train(57078)], 0).
octal_div([train(28168)], [train(15222)], 1).
octal_div([train(52797)], [train(3591)], 0).
octal_div([train(6518)], [train(42231)], 1).
octal_div([train(25104)], [train(20021)], 3).
octal_div([train(37530)], [train(10526)], 2).
octal_div([train(30027)], [train(15799)], 1).
octal_div([train(42143)], [train(46098)], 2).
octal_div([train(93)], [train(9068)], 1).
octal_div([train(23860)], [train(53874)], 1).
octal_div([train(19018)], [train(29087)], 1).
octal_div([train(23395)], [train(51497)], 0).
octal_div([train(48267)], [train(3668)], 0).
octal_div([train(13886)], [train(23981)], 1).
octal_div([train(58023)], [train(44424)], 2).
octal_div([train(42416)], [train(17719)], 1).
octal_div([train(44021)], [train(5380)], 1).
octal_div([train(54853)], [train(22559)], 0).
octal_div([train(52108)], [train(51739)], 5).
octal_div([train(29111)], [train(5833)], 11).
octal_div([train(51423)], [train(19405)], 1).
octal_div([train(42257)], [train(42601)], 3).
octal_div([train(54454)], [train(17260)], 2).
octal_div([train(58669)], [train(39392)], 3).
octal_div([train(26265)], [train(31578)], 2).
octal_div([train(2516)], [train(42339)], 6).
octal_div([train(49894)], [train(10173)], 0).
octal_div([train(7882)], [train(24793)], 0).
octal_div([train(28981)], [train(58963)], 1).
octal_div([train(1550)], [train(39006)], 1).
octal_div([train(34064)], [train(44049)], 0).
octal_div([train(43719)], [train(33616)], 1).
octal_div([train(52560)], [train(45269)], 1).
octal_div([train(58733)], [train(32462)], 7).
octal_div([train(10642)], [train(14646)], 2).
octal_div([train(26246)], [train(11050)], 4).
octal_div([train(31394)], [train(6739)], 3).
octal_div([train(5674)], [train(14663)], 0).
octal_div([train(15508)], [train(12798)], 0).
octal_div([train(14857)], [train(28150)], 0).
octal_div([train(55177)], [train(41777)], 0).
octal_div([train(32155)], [train(17191)], 2).
octal_div([train(50270)], [train(7613)], 2).
octal_div([train(37495)], [train(14731)], 0).
octal_div([train(17126)], [train(6219)], 1).
octal_div([train(18147)], [train(57888)], 2).
octal_div([train(57195)], [train(26724)], 1).
octal_div([train(11930)], [train(21366)], 2).
octal_div([train(29070)], [train(20110)], 2).
octal_div([train(14242)], [train(53162)], 7).
octal_div([train(22194)], [train(58515)], 1).
octal_div([train(30485)], [train(19724)], 2).
octal_div([train(46066)], [train(36162)], 1).
octal_div([train(19310)], [train(13362)], 1).
octal_div([train(14787)], [train(7938)], 11).
octal_div([train(9962)], [train(52083)], 1).
octal_div([train(54186)], [train(47905)], 7).
octal_div([train(29350)], [train(27770)], 3).
octal_div([train(10946)], [train(16228)], 7).
octal_div([train(15574)], [train(27297)], 1).
octal_div([train(8421)], [train(31687)], 1).
octal_div([train(26338)], [train(42651)], 0).
octal_div([train(29160)], [train(40498)], 3).
octal_div([train(26119)], [train(51536)], 2).
octal_div([train(40275)], [train(14745)], 1).
octal_div([train(26123)], [train(9103)], 3).
octal_div([train(56929)], [train(5503)], 0).
octal_div([train(56747)], [train(51230)], 2).
octal_div([train(14649)], [train(57836)], 0).
octal_div([train(30067)], [train(43130)], 2).
octal_div([train(16941)], [train(55466)], 0).
octal_div([train(19575)], [train(53305)], 1).
octal_div([train(16093)], [train(6499)], 4).
octal_div([train(11146)], [train(20279)], 10).
octal_div([train(30018)], [train(5535)], 1).
octal_div([train(50415)], [train(54147)], 2).
octal_div([train(6218)], [train(7074)], 4).
octal_div([train(9834)], [train(51722)], 0).
octal_div([train(1781)], [train(23106)], 3).
octal_div([train(22499)], [train(22524)], 4).
octal_div([train(11340)], [train(51507)], 0).
octal_div([train(7436)], [train(40896)], 10).
octal_div([train(11147)], [train(4807)], 2).
octal_div([train(34812)], [train(11635)], 1).
octal_div([train(26526)], [train(23844)], 3).
octal_div([train(44460)], [train(52759)], 1).
octal_div([train(31339)], [train(29939)], 6).
octal_div([train(27096)], [train(19044)], 2).
octal_div([train(57753)], [train(50329)], 1).
octal_div([train(44755)], [train(17287)], 1).
octal_div([train(32953)], [train(27425)], 0).
octal_div([train(40858)], [train(5903)], 3).
octal_div([train(41696)], [train(47168)], 0).
octal_div([train(41896)], [train(7561)], 0).
octal_div([train(13492)], [train(48024)], 0).
octal_div([train(55890)], [train(20883)], 0).
octal_div([train(1932)], [train(25050)], 1).
octal_div([train(40008)], [train(33503)], 5).
octal_div([train(9222)], [train(19685)], 0).
octal_div([train(58004)], [train(26774)], 11).
octal_div([train(34985)], [train(53873)], 0).
octal_div([train(43121)], [train(47272)], 10).
octal_div([train(40536)], [train(34470)], 2).
octal_div([train(19024)], [train(15342)], 3).
octal_div([train(44189)], [train(51934)], 2).
octal_div([train(17702)], [train(20691)], 11).
octal_div([train(6319)], [train(1458)], 7).
octal_div([train(31255)], [train(16963)], 1).
octal_div([train(27214)], [train(23165)], 1).
octal_div([train(45883)], [train(7831)], 5).
octal_div([train(15440)], [train(27989)], 1).
octal_div([train(11022)], [train(26125)], 0).
octal_div([train(11815)], [train(41120)], 1).
octal_div([train(53613)], [train(19394)], 4).
octal_div([train(34297)], [train(13071)], 2).
octal_div([train(38956)], [train(41580)], 2).
octal_div([train(47963)], [train(4706)], 3).
octal_div([train(19097)], [train(39830)], 2).
octal_div([train(11541)], [train(2132)], 0).
octal_div([train(28558)], [train(24933)], 7).
octal_div([train(9872)], [train(18924)], 2).
octal_div([train(34357)], [train(2389)], 2).
octal_div([train(8018)], [train(3272)], 3).
octal_div([train(10564)], [train(29343)], 0).
octal_div([train(31580)], [train(8257)], 2).
octal_div([train(34973)], [train(8099)], 1).
octal_div([train(50689)], [train(41525)], 2).
octal_div([train(32383)], [train(23972)], 0).
octal_div([train(26714)], [train(24260)], 1).
octal_div([train(30701)], [train(57223)], 11).
octal_div([train(50711)], [train(834)], 2).
octal_div([train(49553)], [train(9535)], 1).
octal_div([train(5608)], [train(31918)], 0).
octal_div([train(26846)], [train(9610)], 3).
octal_div([train(13758)], [train(35342)], 1).
octal_div([train(51778)], [train(26692)], 2).
octal_div([train(44299)], [train(30098)], 1).
octal_div([train(31161)], [train(18915)], 3).
octal_div([train(57510)], [train(52369)], 5).
octal_div([train(25361)], [train(49284)], 4).
octal_div([train(56354)], [train(54293)], 7).
octal_div([train(4178)], [train(58889)], 4).
octal_div([train(11347)], [train(4212)], 3).
octal_div([train(2179)], [train(35710)], 3).
octal_div([train(12275)], [train(9480)], 10).
octal_div([train(22476)], [train(46679)], 1).
octal_div([train(17962)], [train(29227)], 7).
octal_div([train(40232)], [train(25153)], 7).
octal_div([train(49328)], [train(17438)], 6).
octal_div([train(12584)], [train(57197)], 0).
octal_div([train(54295)], [train(29922)], 2).
octal_div([train(45840)], [train(13604)], 0).
octal_div([train(25112)], [train(40682)], 1).
octal_div([train(29266)], [train(25950)], 1).
octal_div([train(22912)], [train(52753)], 0).
octal_div([train(41927)], [train(25044)], 0).
octal_div([train(41995)], [train(51247)], 6).
octal_div([train(56079)], [train(59230)], 2).
octal_div([train(23927)], [train(35395)], 5).
octal_div([train(14833)], [train(15643)], 1).
octal_div([train(27694)], [train(22644)], 4).
octal_div([train(36979)], [train(14196)], 2).
octal_div([train(45112)], [train(47121)], 0).
octal_div([train(17629)], [train(35792)], 3).
octal_div([train(41940)], [train(57785)], 6).
octal_div([train(38044)], [train(4319)], 10).
octal_div([train(16131)], [train(13170)], 1).
octal_div([train(12676)], [train(41739)], 7).
octal_div([train(38644)], [train(1886)], 0).
octal_div([train(39968)], [train(3413)], 0).
octal_div([train(16434)], [train(44036)], 4).
octal_div([train(29461)], [train(12291)], 1).
octal_div([train(48840)], [train(38924)], 2).
octal_div([train(8012)], [train(26104)], 3).
octal_div([train(17444)], [train(32020)], 1).
octal_div([train(36919)], [train(27189)], 0).
octal_div([train(6232)], [train(54693)], 1).
octal_div([train(53422)], [train(25221)], 3).
octal_div([train(56702)], [train(40909)], 11).
octal_div([train(7861)], [train(35699)], 3).
octal_div([train(8568)], [train(112)], 3).
octal_div([train(6958)], [train(43940)], 0).
octal_div([train(31061)], [train(58203)], 1).
octal_div([train(3719)], [train(48664)], 2).
octal_div([train(41432)], [train(45261)], 0).
octal_div([train(14700)], [train(25845)], 1).
octal_div([train(36419)], [train(339)], 2).
octal_div([train(40422)], [train(15975)], 1).
octal_div([train(40915)], [train(46938)], 0).
octal_div([train(17132)], [train(31307)], 5).
octal_div([train(3442)], [train(39399)], 1).
octal_div([train(13865)], [train(32637)], 3).
octal_div([train(55089)], [train(58103)], 1).
octal_div([train(33917)], [train(48233)], 1).
octal_div([train(776)], [train(48799)], 0).
octal_div([train(33921)], [train(33793)], 0).
octal_div([train(47031)], [train(56701)], 0).
octal_div([train(7050)], [train(40302)], 0).
octal_div([train(4905)], [train(21531)], 2).
octal_div([train(18094)], [train(15418)], 3).
octal_div([train(11898)], [train(7240)], 7).
octal_div([train(47330)], [train(31188)], 2).
octal_div([train(37937)], [train(28762)], 0).
octal_div([train(43983)], [train(27789)], 4).
octal_div([train(44828)], [train(48643)], 1).
octal_div([train(12606)], [train(27060)], 2).
octal_div([train(33812)], [train(22554)], 3).
octal_div([train(45113)], [train(3543)], 1).
octal_div([train(51770)], [train(59719)], 1).
octal_div([train(56068)], [train(41721)], 4).
octal_div([train(38886)], [train(10868)], 2).
octal_div([train(20328)], [train(50589)], 10).
octal_div([train(35409)], [train(2891)], 0).
octal_div([train(45628)], [train(52107)], 3).
octal_div([train(19784)], [train(1492)], 1).
octal_div([train(8226)], [train(44298)], 1).
octal_div([train(55426)], [train(40344)], 1).
octal_div([train(36764)], [train(27389)], 0).
octal_div([train(12897)], [train(55813)], 0).
octal_div([train(28270)], [train(41872)], 1).
octal_div([train(33230)], [train(42319)], 0).
octal_div([train(28198)], [train(53713)], 2).
octal_div([train(39972)], [train(52122)], 1).
octal_div([train(37030)], [train(52290)], 1).
octal_div([train(28286)], [train(13595)], 0).
octal_div([train(42445)], [train(14420)], 1).
octal_div([train(55183)], [train(48757)], 1).
octal_div([train(1547)], [train(57549)], 1).
octal_div([train(31478)], [train(37213)], 1).
octal_div([train(46723)], [train(59019)], 0).
octal_div([train(58376)], [train(6735)], 0).
octal_div([train(49934)], [train(17767)], 1).
octal_div([train(19387)], [train(43746)], 11).
octal_div([train(35256)], [train(43267)], 4).
octal_div([train(47365)], [train(8591)], 2).
octal_div([train(42063)], [train(4440)], 0).
octal_div([train(23179)], [train(40373)], 6).
octal_div([train(42718)], [train(37781)], 1).
octal_div([train(18871)], [train(46434)], 7).
octal_div([train(37634)], [train(40653)], 2).
octal_div([train(31441)], [train(39404)], 2).
octal_div([train(16369)], [train(8275)], 7).
octal_div([train(16315)], [train(32055)], 5).
octal_div([train(11931)], [train(35979)], 3).
octal_div([train(14097)], [train(11516)], 0).
octal_div([train(16433)], [train(27064)], 6).
octal_div([train(16869)], [train(19411)], 1).
octal_div([train(36560)], [train(40906)], 0).
